"","duration_ms","danceability","energy","loudness","tempo","valence","playlist_genre","track_popularity","track_album_release_date"
"8282",185151,0.463,0.878,-5.194,80.145,0.663,"rap",21,"2012-10-30"
"8283",172698,0.592,0.849,-5.185,79.776,0.725,"rap",17,"2012-10-30"
"8284",264853,0.706,0.785,-6.475,160.033,0.377,"rap",67,"2018-06-18"
"8285",166531,0.819,0.733,-6.071,75.007,0.437,"rap",46,"2018-07-13"
"8286",399725,0.586,0.699,-7.049,123.991,0.299,"rap",49,"2018-07-13"
"8287",315040,0.498,0.688,-6.58,147.899,0.507,"rap",48,"2018-06-18"
"8288",229027,0.651,0.906,-5.29,81.994,0.579,"rap",50,"2018-06-18"
"8289",175020,0.523,0.885,-5.933,82.29,0.723,"rap",28,"2016-11-17"
"8290",193071,0.52,0.744,-7.157,169.23,0.308,"rap",27,"2016-11-17"
"8291",164101,0.548,0.754,-6.493,94.593,0.59,"rap",26,"2016-11-17"
"8292",337136,0.491,0.617,-9.369,90.197,0.368,"rap",36,"2014-06-24"
"8293",194720,0.417,0.737,-7.188,165.183,0.355,"rap",36,"2017-09-22"
"8294",334787,0.441,0.854,-5.509,81.309,0.597,"rap",42,"2017-09-22"
"8295",193213,0.78,0.647,-6.331,116.976,0.551,"rap",30,"2017-09-22"
"8296",249227,0.675,0.695,-6.916,80.345,0.61,"rap",31,"2017-09-22"
"8297",250970,0.621,0.73,-10.634,86.103,0.6,"rap",16,"2012-08-28"
"8298",203268,0.632,0.688,-11.117,86.98,0.787,"rap",5,"2012-02-24"
"8299",317653,0.387,0.678,-7.219,79.084,0.422,"rap",28,"2010-01-01"
"8300",209480,0.458,0.683,-10.029,77.959,0.389,"rap",26,"2010-01-01"
"8301",198005,0.542,0.654,-6.304,176.474,0.125,"rap",13,"2013-12-25"
"8302",214086,0.772,0.551,-6.896,91.048,0.269,"rap",14,"2013-12-25"
"8303",196848,0.436,0.765,-5.369,93.104,0.322,"rap",7,"2013-12-25"
"8304",234021,0.763,0.708,-6.307,93.02,0.398,"rap",9,"2013-12-25"
"8305",240733,0.358,0.975,-4.979,84.133,0.225,"rap",32,"2012-07-31"
"8306",223855,0.53,0.899,-4.277,97.858,0.746,"rap",38,"2012-07-31"
"8307",196624,0.592,0.934,-4.611,89.977,0.332,"rap",36,"2012-07-31"
"8308",275705,0.524,0.864,-5.281,124.988,0.655,"rap",32,"2012-07-31"
"8309",213426,0.392,0.898,-4.401,83.933,0.545,"rap",26,"2012-07-31"
"8310",157118,0.337,0.89,-4.348,175.776,0.24,"rap",22,"2012-07-31"
"8311",271197,0.55,0.798,-6.024,94.963,0.39,"rap",27,"2012-07-31"
"8312",165172,0.542,0.902,-4.512,95.326,0.661,"rap",27,"2012-07-31"
"8313",310760,0.577,0.811,-4.868,155.992,0.542,"rap",1,"2016-07-22"
"8314",243464,0.598,0.807,-6.43,83.029,0.928,"rap",0,"2016-07-22"
"8315",303000,0.7,0.641,-8.673,149.992,0.383,"rap",57,"2015-05-26"
"8316",227080,0.781,0.754,-3.61,120.521,0.519,"rap",1,"2013-01-11"
"8317",233400,0.779,0.629,-6.797,116.53,0.185,"rap",56,"2015-05-26"
"8318",126960,0.489,0.718,-5.989,207.986,0.0568,"rap",68,"2015-05-26"
"8319",255253,0.897,0.598,-7.164,119.966,0.528,"rap",62,"2015-05-26"
"8320",242120,0.909,0.783,-6.816,88.61,0.902,"rap",0,"2004-01-01"
"8321",230240,0.762,0.565,-5.789,84.997,0.553,"rap",9,"2000-12-12"
"8322",347507,0.601,0.768,-5.712,152.45,0.634,"rap",53,"2003-08-19"
"8324",270293,0.883,0.563,-11.518,86.907,0.743,"rap",37,"2015-03-03"
"8325",285547,0.793,0.557,-7.185,75.755,0.75,"rap",0,"2004-01-01"
"8326",46053,0.504,0.741,-12.006,170.119,0.886,"rap",2,"2008-02-12"
"8329",238893,0.853,0.638,-6.368,100.993,0.868,"rap",7,"2002-01-01"
"8330",252693,0.912,0.456,-7.611,93.222,0.614,"rap",0,"1998-01-01"
"8331",283733,0.594,0.635,-4.259,75.035,0.552,"rap",42,"2002-08-19"
"8332",46000,0.399,0.841,-10.442,151.021,0.773,"rap",2,"2008-02-12"
"8334",218067,0.794,0.65,-7.148,80.011,0.772,"rap",12,"2002-08-06"
"8335",244467,0.801,0.807,-5.913,95.99,0.859,"rap",22,"1999-07-20"
"8336",270840,0.452,0.699,-4.623,80.025,0.385,"rap",11,"2000-12-12"
"8337",225187,0.614,0.888,-3.786,163.85,0.793,"rap",19,"1999-07-16"
"8338",332400,0.416,0.664,-6.687,75.528,0.504,"rap",35,"1995-01-01"
"8339",484763,0.687,0.593,-7.721,115.11,0.608,"rap",3,"2012-11-27"
"8340",29493,0.514,0.72,-8.507,85.811,0.977,"rap",0,"2008-02-12"
"8342",341200,0.687,0.658,-5.178,140.021,0.164,"rap",30,"2013-08-15"
"8344",360347,0.701,0.68,-6.495,72.359,0.477,"rap",10,"2008-02-12"
"8345",274227,0.859,0.773,-4.549,166.825,0.691,"rap",49,"2005-01-01"
"8346",296467,0.783,0.79,-5.641,144.005,0.762,"rap",0,"1999-01-01"
"8347",471493,0.491,0.614,-9.188,147.775,0.335,"rap",8,"2008-02-12"
"8350",282800,0.783,0.653,-7.889,84.161,0.783,"rap",30,"1998-10-13"
"8351",224320,0.836,0.611,-6.555,96.228,0.754,"rap",27,"1998-10-13"
"8354",253547,0.626,0.668,-3.763,160.121,0.793,"rap",44,"1999-07-16"
"8355",339253,0.732,0.584,-8.641,176.72,0.474,"rap",33,"1998-03-03"
"8356",228760,0.686,0.514,-8.421,73.934,0.401,"rap",4,"2008-02-12"
"8357",295360,0.457,0.815,-4.327,150.923,0.237,"rap",46,"2007-01-01"
"8358",271573,0.536,0.771,-6.503,152.174,0.66,"rap",51,"2005-01-01"
"8359",145543,0.897,0.662,-6.903,112.511,0.389,"rap",84,"2018-10-05"
"8360",166298,0.824,0.554,-7.118,127.003,0.316,"rap",5,"2018-04-16"
"8361",285264,0.449,0.684,-7.309,122.935,0.304,"rap",58,"2018-11-16"
"8362",216002,0.686,0.72,-6.084,146.026,0.326,"rap",57,"2017-03-03"
"8363",210216,0.838,0.798,-4.938,155.968,0.585,"rap",50,"2016-11-11"
"8364",182973,0.792,0.428,-7.862,148.065,0.202,"rap",20,"2015-12-11"
"8366",259291,0.56,0.418,-11.839,148.314,0.381,"rap",20,"2015-12-11"
"8367",293173,0.556,0.836,-6.903,168.196,0.429,"rap",15,"2005-03-01"
"8368",213053,0.809,0.866,-5.221,142.102,0.558,"rap",9,"2005-03-01"
"8369",202667,0.73,0.828,-2.993,82.092,0.677,"rap",12,"2005-03-01"
"8370",225200,0.406,0.701,-5.007,96.927,0.492,"rap",34,"2008-01-01"
"8371",201080,0.651,0.9,-4.507,169.989,0.697,"rap",28,"2007-01-01"
"8372",386573,0.4,0.963,-2.745,169.61,0.366,"rap",32,"2005-06-27"
"8373",117381,0.711,0.852,-6.285,145.735,0.62,"rap",11,"2009-12-15"
"8374",272048,0.677,0.582,-8.628,170.026,0.513,"rap",1,"2012-10-30"
"8375",192102,0.698,0.391,-9.98,133.945,0.372,"rap",40,"2014-02-28"
"8376",243984,0.527,0.633,-7.509,91.129,0.301,"rap",43,"2014-12-09"
"8377",162291,0.769,0.558,-5.654,143.926,0.539,"rap",31,"2018-03-16"
"8378",247413,0.744,0.697,-5.063,149.28,0.767,"rap",54,"2006-11-14"
"8379",240227,0.754,0.494,-9.502,139.983,0.24,"rap",42,"2015-12-11"
"8380",267920,0.643,0.592,-6.684,123.942,0.405,"rap",61,"2013-01-01"
"8381",174707,0.767,0.593,-7.903,142.972,0.23,"rap",52,"2019-04-24"
"8382",261960,0.751,0.681,-6.492,154.046,0.712,"rap",32,"2005-07-26"
"8383",253093,0.618,0.774,-5.736,153.429,0.566,"rap",33,"2006-03-27"
"8384",251227,0.714,0.765,-5.684,155.263,0.238,"rap",47,"2005-03-01"
"8385",230173,0.721,0.891,-4.487,133.621,0.571,"rap",3,"2011-03-22"
"8386",225480,0.677,0.753,-5.575,164.03,0.34,"rap",4,"2011-03-22"
"8387",210987,0.796,0.825,-7.075,150.062,0.33,"rap",3,"2011-03-22"
"8388",278773,0.8,0.903,-4.576,146.099,0.939,"rap",6,"2011-03-22"
"8389",224373,0.65,0.831,-5.399,82.5,0.641,"rap",5,"2011-03-22"
"8390",294533,0.315,0.866,-4.965,74.601,0.416,"rap",35,"2007-06-12"
"8391",231813,0.63,0.776,-6.488,155.88,0.542,"rap",33,"2007-06-12"
"8392",262707,0.576,0.939,-4.139,155.191,0.636,"rap",28,"2006-03-27"
"8393",288333,0.624,0.653,-6.582,73.884,0.565,"rap",74,"2002-11-04"
"8394",276160,0.772,0.68,-5.881,119.953,0.807,"rap",70,"2006-09-13"
"8395",444373,0.862,0.707,-6.243,121.259,0.849,"rap",51,"2006-09-13"
"8396",235493,0.641,0.679,-6.94,125.04,0.339,"rap",32,"2012-01-17"
"8397",177895,0.46,0.822,-5.795,108.421,0.392,"rap",19,"2009-06-15"
"8398",148630,0.876,0.733,-4.478,154.904,0.962,"rap",84,"2019-10-11"
"8399",160000,0.658,0.736,-6.097,143.966,0.804,"rap",69,"2017-08-04"
"8400",222707,0.836,0.776,-0.804,130.033,0.37,"rap",63,"2017-06-16"
"8401",310073,0.862,0.775,-4.764,120.034,0.654,"rap",39,"2013-08-29"
"8402",153347,0.868,0.444,-7.122,159.973,0.395,"rap",53,"2016-01-29"
"8404",364173,0.286,0.88,-3.972,86.777,0.354,"rap",3,"2001-01-01"
"8405",197628,0.641,0.825,-5.873,149.973,0.51,"rap",41,"2017-03-24"
"8406",201495,0.607,0.599,-8.652,80.061,0.372,"rap",33,"2018-11-02"
"8407",156213,0.774,0.513,-7.427,79.999,0.358,"rap",0,"2018-03-13"
"8408",169599,0.548,0.46,-8.262,127.854,0.298,"rap",0,"2018-03-13"
"8409",162493,0.647,0.533,-13.254,150.103,0.376,"rap",33,"2016-01-15"
"8410",234462,0.625,0.538,-9.805,130.07,0.222,"rap",59,"2016-12-09"
"8411",274718,0.548,0.921,-4.54,168.27,0.761,"rap",43,"2016-12-09"
"8412",218333,0.738,0.514,-11.831,143.932,0.201,"rap",65,"2016-12-09"
"8413",223552,0.58,0.705,-9.425,160.986,0.629,"rap",46,"2017-10-18"
"8414",216085,0.513,0.581,-10.494,179.99,0.041,"rap",52,"2017-10-18"
"8415",157024,0.68,0.695,-8.138,140.067,0.347,"rap",40,"2017-10-18"
"8416",308245,0.606,0.549,-11.261,176.051,0.524,"rap",40,"2017-10-18"
"8417",199467,0.564,0.608,-9.804,80.027,0.283,"rap",41,"2017-10-18"
"8418",179200,0.581,0.872,-6.182,75.035,0.787,"rap",42,"2018-01-30"
"8419",192923,0.768,0.766,-3.697,129.985,0.676,"rap",44,"2018-01-30"
"8420",220415,0.716,0.533,-9.523,140.022,0.561,"rap",41,"2018-02-12"
"8421",169506,0.583,0.459,-8.422,99.809,0.357,"rap",55,"2018-02-12"
"8422",203883,0.53,0.796,-5.089,166.022,0.536,"rap",41,"2018-02-12"
"8423",168368,0.448,0.846,-6.087,144.852,0.391,"rap",40,"2018-02-12"
"8424",200261,0.436,0.797,-5.417,153.732,0.393,"rap",0,"2018-06-29"
"8425",169104,0.523,0.544,-11.343,163.854,0.53,"rap",0,"2018-06-29"
"8426",202884,0.709,0.465,-10.852,155.905,0.318,"rap",58,"2018-08-19"
"8427",226992,0.682,0.595,-7.787,147.996,0.404,"rap",42,"2018-08-19"
"8428",230568,0.813,0.483,-12.74,120.046,0.0396,"rap",54,"2018-08-19"
"8429",232827,0.714,0.744,-6.437,79.946,0.96,"rap",32,"2014-06-10"
"8430",216053,0.715,0.644,-5.917,136.017,0.641,"rap",51,"2018-01-19"
"8431",193373,0.752,0.671,-7.066,92.03,0.807,"rap",27,"2018-01-19"
"8432",172027,0.488,0.513,-7.607,160.022,0.425,"rap",28,"2018-01-19"
"8433",198635,0.657,0.695,-6.976,75.039,0.328,"rap",43,"2017-11-03"
"8434",221053,0.737,0.625,-8.067,113.934,0.504,"rap",45,"2016-12-02"
"8435",236648,0.595,0.726,-8.363,150.774,0.434,"rap",49,"2016-11-20"
"8436",206286,0.702,0.741,-6.987,152.021,0.468,"rap",58,"2019-04-15"
"8437",160571,0.724,0.516,-8.646,139.927,0.277,"rap",35,"2019-04-15"
"8438",177228,0.726,0.578,-7.917,125.976,0.106,"rap",42,"2019-04-15"
"8439",209969,0.701,0.717,-5.66,87.978,0.529,"rap",56,"2016-05-13"
"8440",190715,0.582,0.78,-5.413,85.99,0.362,"rap",28,"2016-05-13"
"8441",160247,0.628,0.776,-5.424,82.981,0.664,"rap",26,"2016-05-13"
"8442",236931,0.614,0.673,-5.883,130.08,0.254,"rap",42,"2016-05-13"
"8443",289509,0.616,0.849,-5.058,85.106,0.468,"rap",30,"2016-05-13"
"8444",229695,0.803,0.653,-6.67,115.03,0.533,"rap",44,"2017-11-03"
"8445",192969,0.691,0.668,-7.352,74.985,0.483,"rap",54,"2017-11-03"
"8446",200294,0.571,0.703,-8.33,151.94,0.285,"rap",37,"2017-11-03"
"8447",246938,0.674,0.67,-6.457,143.948,0.371,"rap",39,"2017-11-03"
"8448",273483,0.748,0.679,-7.219,129.952,0.255,"rap",38,"2017-11-03"
"8449",249302,0.71,0.779,-6.954,129.093,0.366,"rap",61,"2018-03-23"
"8450",229939,0.69,0.732,-5.989,119.893,0.317,"rap",51,"2018-03-23"
"8451",248947,0.655,0.539,-11.133,85.07,0.238,"rap",54,"2015-12-04"
"8452",182600,0.842,0.568,-7.462,101.987,0.929,"rap",21,"2018-02-23"
"8453",196173,0.559,0.843,-4.431,87.323,0.911,"rap",24,"2018-02-23"
"8454",238133,0.658,0.729,-6.018,152.226,0.459,"rap",19,"2018-02-23"
"8455",215840,0.729,0.753,-5.54,157.014,0.696,"rap",25,"2018-02-23"
"8456",279600,0.679,0.581,-6.904,144.082,0.484,"rap",44,"2013-07-02"
"8457",227576,0.544,0.833,-5.003,87.424,0.736,"rap",46,"2014-06-10"
"8458",199478,0.593,0.641,-5.479,159.884,0.745,"rap",27,"2014-06-10"
"8459",180622,0.626,0.767,-6.021,100.04,0.778,"rap",20,"2014-06-10"
"8460",208753,0.523,0.693,-5.598,159.972,0.646,"rap",30,"2014-06-10"
"8461",224769,0.626,0.649,-6.253,84.002,0.413,"rap",38,"2014-06-10"
"8462",229168,0.573,0.615,-6.104,75.027,0.336,"rap",21,"2014-06-10"
"8463",246621,0.64,0.716,-5.508,140.019,0.713,"rap",21,"2014-06-10"
"8464",190591,0.546,0.584,-5.825,82.029,0.54,"rap",21,"2014-06-10"
"8465",222173,0.513,0.756,-5.449,177.678,0.511,"rap",28,"2019-04-05"
"8466",209236,0.662,0.829,-6.327,170.062,0.538,"rap",31,"2019-04-05"
"8467",188248,0.647,0.647,-6.549,168.317,0.437,"rap",29,"2019-04-05"
"8468",167579,0.734,0.527,-7.05,82.978,0.338,"rap",28,"2019-04-05"
"8469",217173,0.773,0.684,-6.763,89.992,0.484,"rap",54,"2012-04-03"
"8470",150290,0.576,0.748,-6.774,89.615,0.49,"rap",35,"2018-11-16"
"8471",238068,0.751,0.658,-6.664,116.966,0.261,"rap",40,"2018-11-16"
"8472",258044,0.635,0.429,-9.926,121.953,0.25,"rap",42,"2018-11-16"
"8473",214562,0.683,0.566,-7.664,140.105,0.339,"rap",36,"2018-11-16"
"8474",187116,0.706,0.821,-6.554,99.997,0.528,"rap",34,"2018-11-16"
"8475",212924,0.468,0.874,-4.45,79.988,0.523,"rap",58,"2012-08-07"
"8476",198116,0.695,0.745,-4.566,105.01,0.484,"rap",59,"2017-04-21"
"8477",265039,0.708,0.748,-6.483,139.915,0.525,"rap",54,"2016-05-13"
"8478",332835,0.764,0.577,-5.58,140.031,0.538,"rap",35,"2010-07-21"
"8479",305219,0.843,0.668,-7.236,125.028,0.378,"rap",45,"2012-06-12"
"8480",240000,0.661,0.613,-9.572,146.083,0.518,"rap",32,"2014-11-03"
"8481",220125,0.613,0.709,-7.408,134.972,0.523,"rap",57,"2012-08-07"
"8482",304947,0.794,0.694,-6.224,85.021,0.758,"rap",43,"2008-08-26"
"8483",171575,0.809,0.661,-7.142,114.986,0.392,"rap",53,"2018-12-21"
"8484",152341,0.548,0.728,-5.417,130.045,0.499,"rap",42,"2019-04-20"
"8485",157696,0.569,0.814,-6.441,131.041,0.59,"rap",41,"2019-04-20"
"8486",242112,0.598,0.742,-5.59,129.984,0.349,"rap",52,"2019-04-20"
"8487",214763,0.666,0.751,-5.849,124.029,0.46,"rap",40,"2019-04-20"
"8488",250219,0.466,0.739,-6.782,148.15,0.28,"rap",42,"2019-04-20"
"8489",141269,0.491,0.648,-5.645,179.932,0.309,"rap",39,"2019-04-20"
"8490",220293,0.709,0.875,-5.479,102.044,0.462,"rap",42,"2019-04-20"
"8491",152080,0.67,0.818,-7.373,130.036,0.552,"rap",40,"2019-04-20"
"8492",265176,0.608,0.665,-7.521,89.953,0.206,"rap",47,"2016-11-11"
"8493",260561,0.758,0.704,-5.179,129.996,0.173,"rap",43,"2016-11-11"
"8494",249014,0.715,0.716,-5.254,128.005,0.0619,"rap",54,"2016-11-11"
"8495",261157,0.64,0.686,-5.962,75.673,0.318,"rap",52,"2013-05-17"
"8496",291467,0.608,0.649,-7.876,167.936,0.505,"rap",38,"2016-06-17"
"8497",224372,0.732,0.61,-6.373,170.034,0.893,"rap",40,"2016-11-01"
"8498",267257,0.516,0.725,-5.192,169.226,0.373,"rap",18,"2016-11-01"
"8499",332459,0.911,0.552,-8.311,97.239,0.384,"rap",46,"2014-04-20"
"8500",251069,0.703,0.705,-4.619,149.991,0.57,"rap",24,"2014-06-10"
"8501",237180,0.606,0.683,-8.78,149.791,0.519,"rap",42,"2018-12-07"
"8502",237976,0.479,0.586,-6.587,79.166,0.542,"rap",36,"2015-03-03"
"8503",153643,0.574,0.696,-5.08,168.219,0.798,"rap",13,"2019-05-10"
"8504",242666,0.543,0.744,-5.907,136.894,0.595,"rap",46,"2012-08-07"
"8505",230899,0.801,0.72,-5.155,90.024,0.492,"rap",1,"2005-03-03"
"8506",286267,0.537,0.948,-3.063,186.151,0.792,"rap",66,"2003-01-01"
"8507",254093,0.502,0.652,-7.224,136.04,0.649,"rap",67,"2006-01-01"
"8508",271013,0.767,0.678,-7.795,92.923,0.635,"rap",0,"2010-01-01"
"8509",233427,0.759,0.828,-4.217,146.58,0.353,"rap",42,"2013-01-01"
"8510",249440,0.688,0.872,-4.651,76.983,0.562,"rap",1,"2012-01-01"
"8511",186122,0.523,0.507,-10.144,98.931,0.316,"rap",48,"2019-12-13"
"8512",209955,0.809,0.424,-8.898,137.991,0.199,"rap",52,"2019-11-22"
"8513",181673,0.786,0.612,-4.894,84.963,0.513,"rap",21,"2019-11-26"
"8514",126871,0.854,0.728,-4.01,94.907,0.616,"rap",62,"2019-11-27"
"8515",350500,0.61,0.959,-2.914,174.176,0.683,"rap",48,"2020-01-10"
"8516",183011,0.882,0.602,-5.554,142.959,0.43,"rap",88,"2019-11-08"
"8517",114965,0.9,0.482,-8.98,127.866,0.68,"rap",67,"2020-01-10"
"8518",125205,0.863,0.645,-10.297,140.009,0.763,"rap",64,"2019-11-29"
"8519",170059,0.901,0.626,-7.02,115.043,0.89,"rap",39,"2019-11-09"
"8520",176627,0.82,0.65,-5.799,155.026,0.363,"rap",65,"2019-11-08"
"8521",192080,0.632,0.76,-4.273,84.838,0.275,"rap",0,"2007-01-01"
"8522",109367,0.83,0.791,-6.841,105.264,0.964,"rap",46,"2019-11-20"
"8523",170962,0.874,0.496,-5.579,145.977,0.129,"rap",55,"2019-12-27"
"8524",168200,0.913,0.719,-3.536,99.99,0.448,"rap",24,"2020-01-14"
"8525",238200,0.806,0.787,-3.005,89.208,0.74,"rap",1,"2003-01-01"
"8526",96000,0.792,0.629,-7.612,119.987,0.382,"rap",60,"2019-11-01"
"8527",198845,0.618,0.819,-2.151,157.218,0.529,"rap",45,"2019-11-11"
"8528",156522,0.688,0.689,-5.311,184.093,0.578,"rap",59,"2019-11-12"
"8529",207360,0.695,0.917,-5.915,103.029,0.544,"rap",56,"2012-08-07"
"8530",172492,0.936,0.665,-8.128,138.031,0.681,"rap",38,"2019-11-20"
"8531",196994,0.65,0.496,-10.311,166.002,0.382,"rap",0,"2019-05-03"
"8532",184999,0.57,0.735,-8.041,146.068,0.735,"rap",34,"2019-06-11"
"8533",284439,0.893,0.776,-5.356,91.987,0.229,"rap",63,"2019-07-26"
"8534",130640,0.74,0.614,-7.092,93.449,0.813,"rap",30,"2006-10-24"
"8535",138158,0.74,0.453,-7.828,75.992,0.178,"rap",48,"2019-11-08"
"8536",214707,0.63,0.871,-3.553,181.259,0.509,"rap",0,"2009-01-01"
"8537",210034,0.751,0.684,-3.402,110.006,0.173,"rap",35,"2019-11-22"
"8538",215867,0.604,0.9,-2.935,190.029,0.422,"rap",1,"2009-01-01"
"8539",247060,0.77,0.595,-6.004,91.989,0.535,"rap",1,"2005-03-03"
"8540",160500,0.863,0.53,-9.846,159.948,0.599,"rap",43,"2019-11-05"
"8541",196640,0.877,0.638,-2.537,93.952,0.836,"rap",0,"2003-02-06"
"8542",258307,0.73,0.745,-3.775,92.004,0.284,"rap",0,"2008-01-01"
"8543",192000,0.858,0.554,-8.165,140.011,0.75,"rap",38,"2019-10-22"
"8544",237707,0.704,0.683,-6.617,96.912,0.526,"rap",2,"2005-03-03"
"8545",189939,0.831,0.549,-7.603,97.041,0.606,"rap",0,"2005-01-01"
"8546",193467,0.908,0.721,-2.761,90.01,0.767,"rap",1,"2003-02-06"
"8547",208655,0.581,0.569,-7.978,97.927,0.726,"rap",7,"2005-01-01"
"8548",233838,0.769,0.776,-2.559,126.077,0.184,"rap",36,"2019-10-18"
"8549",269360,0.66,0.911,-1.768,87.311,0.501,"rap",52,"2003-02-06"
"8550",144000,0.776,0.574,-4.805,90.047,0.318,"rap",38,"2019-09-13"
"8551",270467,0.912,0.553,-4.716,91.991,0.62,"rap",7,"2004-01-01"
"8552",183648,0.678,0.355,-10.102,80.982,0.158,"rap",56,"2019-08-16"
"8553",138213,0.746,0.693,-6.522,83.527,0.672,"rap",38,"2019-08-02"
"8554",97653,0.467,0.57,-8.026,174.95,0.434,"rap",0,"2003-01-01"
"8555",157377,0.722,0.274,-11.067,122.067,0.19,"rap",32,"2019-08-23"
"8556",207440,0.796,0.782,-4.805,99.978,0.418,"rap",47,"2005-01-01"
"8557",208600,0.66,0.765,-7.121,151.074,0.771,"rap",59,"2006-01-01"
"8558",240800,0.768,0.806,-1.406,88.024,0.927,"rap",2,"2003-01-01"
"8559",297893,0.551,0.851,-3.277,171.411,0.1,"rap",16,"2002-05-26"
"8560",297933,0.908,0.762,-4.773,148.016,0.869,"rap",5,"2002-05-26"
"8561",175200,0.64,0.605,-8.263,99.775,0.201,"rap",27,"2019-08-09"
"8562",192013,0.754,0.652,-4.924,95.006,0.474,"rap",50,"2019-03-24"
"8564",326640,0.69,0.747,-4.583,171.367,0.0703,"rap",8,"2002-11-13"
"8565",232600,0.492,0.805,-5.425,93.694,0.264,"rap",0,"2008-01-01"
"8566",180113,0.825,0.541,-5.31,149.922,0.151,"rap",31,"2019-08-02"
"8567",195907,0.64,0.602,-7.311,71.852,0.152,"rap",0,"2011-01-01"
"8568",209862,0.569,0.869,-3.351,96.07,0.707,"rap",0,"2005-01-01"
"8569",218250,0.81,0.652,-10.595,160.114,0.607,"rap",37,"2019-03-21"
"8570",222240,0.925,0.737,-1.292,133.946,0.603,"rap",16,"1999-01-01"
"8571",170310,0.669,0.8,-5.609,105.052,0.179,"rap",45,"2019-04-10"
"8572",209514,0.694,0.629,-8.928,140.053,0.618,"rap",30,"2019-11-30"
"8573",224533,0.675,0.897,-2.365,106.922,0.648,"rap",0,"2009-01-01"
"8574",261093,0.75,0.849,-3.097,89.501,0.771,"rap",4,"2001-01-01"
"8575",136727,0.731,0.877,-3.711,165.161,0.576,"rap",36,"2019-12-19"
"8576",154926,0.55,0.793,-11.84,86.741,0.494,"rap",27,"2019-11-15"
"8577",165787,0.478,0.561,-11.307,82.337,0.258,"rap",35,"2019-12-10"
"8578",206893,0.591,0.822,-4,94.159,0.27,"rap",0,"2009-01-01"
"8579",169600,0.894,0.657,-9.086,150.088,0.906,"rap",43,"2019-11-28"
"8580",163200,0.822,0.654,-7.241,100.033,0.452,"rap",28,"2019-12-20"
"8581",288867,0.738,0.674,-2.299,78.929,0.575,"rap",63,"2003-02-06"
"8582",220000,0.687,0.719,-8.506,78.85,0.722,"rap",23,"2019-11-08"
"8583",158907,0.611,0.794,-3.466,97.558,0.837,"rap",0,"2003-01-01"
"8584",219253,0.501,0.851,-5.111,95.058,0.627,"rap",11,"2010-01-01"
"8585",231040,0.867,0.796,-4.73,92.766,0.776,"rap",63,"2011-03-08"
"8586",268867,0.534,0.933,-3.282,202.058,0.478,"rap",7,"1999-01-01"
"8587",250307,0.721,0.863,-4.226,139.981,0.35,"rap",59,"2010-01-01"
"8588",267147,0.435,0.712,-5.566,125.789,0.445,"rap",43,"2012-01-01"
"8589",277707,0.573,0.831,-5.586,76.352,0.766,"rap",0,"2001-12-18"
"8590",253720,0.837,0.885,-3.914,95.313,0.694,"rap",0,"2002-12-13"
"8591",235613,0.703,0.687,-7.104,93.606,0.461,"rap",0,"2007-11-06"
"8592",235467,0.482,0.955,-0.905,89.422,0.509,"rap",39,"2010-11-22"
"8593",230281,0.55,0.779,-3.841,150.069,0.315,"rap",62,"2010-02-03"
"8595",222467,0.865,0.877,-2.437,95.329,0.783,"rap",3,"1999-01-01"
"8596",108973,0.571,0.941,-2.853,188.632,0.814,"rap",0,"1999-01-01"
"8597",234733,0.863,0.771,-2.77,95.029,0.812,"rap",53,"2005-01-01"
"8598",288200,0.918,0.586,-2.89,95.517,0.779,"rap",0,"2000-05-23"
"8599",174013,0.721,0.618,-5.246,96.724,0.23,"rap",33,"2012-06-22"
"8600",230187,0.469,0.832,-6.709,139.399,0.341,"rap",29,"2011-01-01"
"8601",268960,0.713,0.91,-5.586,83.028,0.51,"rap",50,"2007-04-24"
"8602",216667,0.67,0.895,-1.438,111.389,0.622,"rap",47,"2012-09-10"
"8603",218175,0.926,0.727,-5.503,99.99,0.785,"rap",0,"2006-01-01"
"8604",190533,0.606,0.789,-3.865,167.977,0.844,"rap",24,"2006-01-01"
"8605",136093,0.612,0.659,-6.995,99.137,0.393,"rap",10,"1999-09-28"
"8606",212648,0.915,0.659,-5.169,96.974,0.722,"rap",0,"2005-01-01"
"8607",240507,0.733,0.813,-3.402,85.067,0.696,"rap",1,"2008-01-01"
"8608",375747,0.69,0.783,-6.249,176.494,0.681,"rap",24,"2008-01-01"
"8609",277707,0.573,0.831,-5.586,76.352,0.766,"rap",21,"2001-12-18"
"8610",335520,0.629,0.794,-4.174,151.029,0.325,"rap",31,"2011-01-01"
"8611",293053,0.843,0.7,-3.249,95.05,0.675,"rap",66,"2003-12-09"
"8612",263707,0.795,0.789,-4.661,94.218,0.597,"rap",1,"2010-01-01"
"8613",304147,0.713,0.647,-8.22,94.036,0.694,"rap",64,"1994-09-13"
"8615",228747,0.599,0.861,-4.783,92.866,0.613,"rap",0,"2007-11-06"
"8616",312080,0.726,0.651,-6.352,164.113,0.382,"rap",0,"2007-12-04"
"8617",285307,0.652,0.754,-4.929,90.12,0.429,"rap",0,"2007-11-06"
"8618",254907,0.587,0.966,-2.808,85.51,0.7,"rap",51,"2003-02-06"
"8619",254040,0.669,0.889,-3.195,158.233,0.658,"rap",0,"2011-01-01"
"8620",312627,0.916,0.844,-3.967,95.19,0.586,"rap",65,"1998-01-01"
